gameid,clkTime,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,msgTime,role,contents,workerid_uniq,numOutcome,numRawWords,numRawChars,numCleanChars,numCleanWords,source
7658-c,1476479849418.0,34,split,target,238,75,50,1,1,distr1,278,38,50,2,2,distr2,173,46,50,3,3,18,55,46,True,1476479847885.0,speaker,blue,319.0,1.0,1,4,4.0,1.0,human
7941-7,1476992158760.0,38,close,target,106,66,50,2,2,distr2,92,36,50,3,1,distr1,74,50,50,1,3,12,12,9,True,1476992156516.0,speaker,bright green,321.0,1.0,2,11,11.0,2.0,human
4804-8,1476989082924.0,42,split,target,125,1,50,1,3,distr2,0,93,50,2,1,distr1,179,8,50,3,2,8,32,40,True,1476989075654.0,speaker,darker grey,234.0,1.0,2,10,10.0,2.0,human
0237-1,1476996190989.0,26,far,target,112,88,50,3,1,distr2,289,77,50,2,3,distr1,190,41,50,1,2,44,107,36,True,1476996189544.0,speaker,lime green,268.0,1.0,2,9,9.0,2.0,human
8792-7,1476495863110.0,40,close,target,318,3,50,3,2,distr1,219,8,50,1,1,distr2,218,25,50,2,3,8,16,9,True,1476495829153.0,speaker,not purplish,912.0,1.0,2,11,8.0,1.0,human
9013-6,1476991778640.0,18,far,target,199,30,50,2,3,distr2,251,54,50,1,1,distr1,81,72,50,3,2,49,26,94,True,1476991777387.0,speaker,greyish blue,407.0,1.0,2,11,11.0,2.0,human
1397-6,1476999134834.0,33,split,target,152,51,50,2,2,distr2,307,60,50,3,3,distr1,88,22,50,1,1,16,54,66,True,1476999126981.0,speaker,aqua,549.0,1.0,1,4,4.0,1.0,human
2679-a,1476489290337.0,10,split,target,140,62,50,1,3,distr1,85,78,50,3,1,distr2,241,83,50,2,2,14,72,107,True,1476489283783.0,speaker,darker green,226.0,1.0,2,11,11.0,2.0,human
4926-1,1476507417472.0,37,split,target,293,34,50,3,2,distr1,194,4,50,1,1,distr2,141,63,50,2,3,16,56,33,True,1476507410639.0,speaker,My bad,880.0,1.0,2,5,3.0,1.0,human
4544-5,1476477865535.0,31,split,target,112,59,50,2,3,distr2,38,36,50,1,1,distr1,158,58,50,3,2,15,33,34,True,1476477862479.0,speaker,green,414.0,1.0,1,5,5.0,1.0,human
3162-4,1476994309827.0,43,far,target,296,9,50,3,1,distr1,82,73,50,2,3,distr2,347,89,50,1,2,57,28,77,True,1476994305911.0,speaker,greyish purple,546.0,1.0,2,13,13.0,2.0,human
4042-9,1459889976731.0,17,close,target,127,68,50,3,2,distr2,69,49,50,2,3,distr1,104,81,50,1,1,6,17,16,True,1459889969565.0,speaker,dull but not the olive color,113.0,1.0,6,23,14.0,3.0,human
5493-b,1476992150408.0,37,far,target,20,85,50,2,2,distr1,112,75,50,3,1,distr2,183,89,50,1,3,68,59,37,True,1476992142835.0,speaker,"thanks haha, gotta get that bonus",532.0,1.0,6,27,23.0,5.0,human
9841-e,1476495675553.0,6,split,target,235,52,50,3,2,distr2,340,86,50,2,3,distr1,213,68,50,1,1,17,39,44,True,1476495672578.0,speaker,true blue,236.0,1.0,2,8,8.0,2.0,human
2965-7,1476997055222.0,26,far,target,246,3,50,3,3,distr1,274,68,50,2,2,distr2,63,76,50,1,1,30,45,92,True,1476997053425.0,speaker,grey,226.0,1.0,1,4,4.0,1.0,human
6540-c,1476990905040.0,46,split,target,301,0,50,3,3,distr1,273,4,50,2,2,distr2,2,31,50,1,1,7,23,21,True,1476990902809.0,speaker,graY,283.0,1.0,1,4,4.0,1.0,human
5711-e,1459892426663.0,5,far,target,190,64,50,2,2,distr2,103,55,50,1,3,distr1,343,50,50,3,1,67,42,77,True,1459892419921.0,speaker,"Again, the sky.",137.0,1.0,3,11,3.0,1.0,human
8292-7,1476997245049.0,27,far,target,150,1,50,3,1,distr2,289,25,50,2,2,distr1,72,71,50,1,3,36,22,74,True,1476997241478.0,speaker,gray,382.0,1.0,1,4,4.0,1.0,human
7001-2,1476479246070.0,36,split,target,277,20,50,3,2,distr2,91,41,50,2,3,distr1,312,65,50,1,1,17,62,81,True,1476479240987.0,speaker,purple,667.0,1.0,1,6,6.0,1.0,human
1173-5,1476999025037.0,48,split,target,319,63,50,2,1,distr1,305,82,50,3,2,distr2,264,86,50,1,3,10,24,23,True,1476999020309.0,speaker,not neon pink darker pink,295.0,1.0,5,21,18.0,4.0,human
1772-b,1476991959190.0,9,split,target,315,36,50,1,2,distr1,330,94,50,3,1,distr2,87,30,50,2,3,15,64,69,True,1476991957065.0,speaker,purple,440.0,1.0,1,6,6.0,1.0,human
8354-d,1476995427161.0,26,split,target,105,52,50,1,3,distr2,52,91,50,3,2,distr1,131,91,50,2,1,12,28,30,True,1476995420395.0,speaker,"not the yellow, not the neon one",402.0,1.0,7,25,13.0,3.0,human
2629-5,1476499728044.0,45,split,target,93,35,50,2,1,distr2,36,24,50,3,2,distr1,162,59,50,1,3,17,24,33,True,1476499719319.0,listener,not the teal?,330.0,1.0,3,10,4.0,1.0,human
2344-0,1476493971240.0,39,close,distr2,177,62,50,3,1,target,172,60,50,1,3,distr1,178,81,50,2,2,8,5,5,False,1476493952961.0,speaker,ummm,123.0,0.0,1,4,4.0,1.0,human
2687-b,1476484976285.0,32,split,target,164,86,50,3,3,distr2,9,83,50,2,2,distr1,180,49,50,1,1,19,75,58,True,1476484970308.0,speaker,if you see a red blue and green it would be the green.,804.0,1.0,13,41,20.0,5.0,human
7001-2,1476478657075.0,5,far,target,153,31,50,1,3,distr2,232,51,50,3,2,distr1,113,97,50,2,1,28,48,74,True,1476478652165.0,speaker,blue-green,667.0,1.0,1,9,9.0,2.0,human
3660-d,1476475827229.0,9,close,target,187,14,50,3,2,distr2,146,12,50,2,1,distr1,21,3,50,1,3,15,10,17,True,1476475803254.0,speaker,bluest one,444.0,1.0,2,9,9.0,2.0,human
1468-7,1476990575870.0,35,split,target,41,65,50,3,1,distr1,37,36,50,1,3,distr2,117,73,50,2,2,11,37,37,True,1476990573853.0,speaker,orange,459.0,1.0,1,6,6.0,1.0,human
2356-f,1476475833822.0,7,far,target,123,4,50,3,1,distr2,40,78,50,2,3,distr1,128,59,50,1,2,29,32,40,True,1476475832643.0,speaker,gray,659.0,1.0,1,4,4.0,1.0,human
2119-3,1476498522473.0,23,far,target,348,37,50,1,1,distr1,191,29,50,2,2,distr2,64,36,50,3,3,47,51,35,True,1476498507651.0,speaker,the dusty rose/pink one,279.0,1.0,4,19,16.0,4.0,human
6010-a,1476997835527.0,20,far,target,259,67,50,3,1,distr2,6,13,50,1,3,distr1,148,85,50,2,2,71,35,52,True,1476997810093.0,speaker,purple,286.0,1.0,1,6,6.0,1.0,human
7967-f,1476994332478.0,48,close,target,145,43,50,2,1,distr2,137,79,50,3,3,distr1,81,43,50,1,2,15,15,16,True,1476994323868.0,speaker,Not bright green or yellow dull green,385.0,1.0,7,31,26.0,5.0,human
3181-5,1476485936591.0,4,far,target,66,72,50,1,3,distr1,233,31,50,2,1,distr2,295,55,50,3,2,72,87,22,True,1476485934975.0,speaker,yellow,414.0,1.0,1,6,6.0,1.0,human
6536-6,1476992377474.0,41,close,distr2,74,50,50,3,2,distr1,92,44,50,2,3,target,119,61,50,1,1,9,13,7,False,1476992349355.0,speaker,green,377.0,0.0,1,5,5.0,1.0,human
9290-6,1477003068121.0,21,split,target,132,46,50,2,2,distr2,331,60,50,1,3,distr1,165,34,50,3,1,16,81,66,True,1477003066627.0,speaker,green,418.0,1.0,1,5,5.0,1.0,human
6106-f,1476998185094.0,1,far,target,224,40,50,1,1,distr1,195,56,50,3,3,distr2,147,57,50,2,2,25,52,37,True,1476998179262.0,speaker,hi,262.0,1.0,1,2,2.0,1.0,human
5063-f,1476478764553.0,43,far,target,22,94,50,2,3,distr1,154,77,50,3,2,distr2,334,23,50,1,1,67,33,67,True,1476478760082.0,speaker,orange,155.0,1.0,1,6,6.0,1.0,human
2166-8,1476996492616.0,41,close,target,194,20,50,3,3,distr1,178,11,50,1,2,distr2,211,18,50,2,1,6,9,13,True,1476996486341.0,speaker,go for the one with the most blue,222.0,1.0,8,26,9.0,3.0,human
2660-a,1476995071554.0,45,close,target,109,42,50,3,1,distr1,70,17,50,1,3,distr2,70,23,50,2,2,17,14,5,True,1476995069050.0,listener,"lol, my fault really",345.0,1.0,4,16,14.0,3.0,human
5404-e,1476999292488.0,41,far,target,22,34,50,1,1,distr2,270,51,50,3,2,distr1,131,62,50,2,3,49,42,64,True,1476999291218.0,speaker,brown,300.0,1.0,1,5,5.0,1.0,human
5128-f,1476992186632.0,24,split,target,91,30,50,1,1,distr1,140,48,50,3,3,distr2,321,2,50,2,2,11,31,35,True,1476992178927.0,speaker,greyer green,340.0,1.0,2,11,11.0,2.0,human
5567-1,1476991343253.0,5,far,target,275,12,50,2,2,distr2,124,16,50,1,3,distr1,358,74,50,3,1,32,33,55,True,1476991341154.0,speaker,purp,222.0,1.0,1,4,4.0,1.0,human
5368-b,1459894324539.0,14,close,target,166,66,50,1,1,distr1,162,47,50,3,3,distr2,125,37,50,2,2,6,16,13,True,1459894316977.0,speaker,teal,75.0,1.0,1,4,4.0,1.0,human
1473-7,1476488432235.0,27,far,target,235,56,50,2,2,distr2,148,72,50,3,1,distr1,2,60,50,1,3,43,66,77,True,1476488427191.0,speaker,yeah good job,867.0,1.0,3,11,11.0,3.0,human
2355-4,1459894591050.0,27,far,target,225,44,50,3,2,distr2,341,94,50,1,3,distr1,318,15,50,2,1,24,41,24,True,1459894589079.0,speaker,blue,163.0,1.0,1,4,4.0,1.0,human
0448-f,1476992323881.0,50,far,target,272,24,50,2,1,distr1,47,37,50,1,2,distr2,34,3,50,3,3,51,26,21,True,1476992319675.0,speaker,Last one! Greta job!,236.0,1.0,4,15,15.0,4.0,human
3801-2,1476473149046.0,43,far,target,335,5,50,3,1,distr1,223,50,50,1,3,distr2,34,55,50,2,2,26,28,53,True,1476473147768.0,speaker,grey,319.0,1.0,1,4,4.0,1.0,human
3540-a,1459880482039.0,36,far,distr2,97,15,50,1,1,target,155,74,50,2,3,distr1,274,4,50,3,2,39,24,25,False,1459880480029.0,speaker,green,73.0,0.0,1,5,5.0,1.0,human
8995-1,1476482299443.0,31,split,target,120,59,50,2,1,distr2,252,21,50,1,3,distr1,100,80,50,3,2,8,54,59,True,1476482294515.0,speaker,green closer to real green,414.0,1.0,5,22,20.0,4.0,human
8261-8,1476990964649.0,50,far,target,202,85,50,1,2,distr1,13,66,50,3,1,distr2,259,79,50,2,3,51,40,48,True,1476990952354.0,speaker,blue - nice playing with you!,442.0,1.0,5,22,15.0,3.0,human
6452-3,1476989774487.0,17,far,target,8,47,50,3,1,distr1,42,99,50,2,2,distr2,289,4,50,1,3,38,24,41,True,1476989772600.0,speaker,tan,409.0,1.0,1,3,3.0,1.0,human
0119-4,1477000125806.0,1,split,target,76,65,50,2,2,distr2,298,13,50,1,1,distr1,116,60,50,3,3,12,61,64,True,1477000118824.0,speaker,yellow green,449.0,1.0,2,11,11.0,2.0,human
2653-0,1459891815201.0,36,far,distr1,183,94,50,2,1,target,269,91,50,3,3,distr2,131,84,50,1,2,57,73,36,False,1459891813905.0,speaker,bue,192.0,0.0,1,3,3.0,1.0,human
2073-e,1476989477483.0,12,far,target,115,87,50,2,3,distr1,226,74,50,3,2,distr2,292,83,50,1,1,75,108,24,True,1476989475852.0,speaker,"green, bright!",360.0,1.0,2,11,11.0,2.0,human
3498-f,1476486286554.0,40,split,distr1,55,38,50,1,2,distr2,230,88,50,3,3,target,47,26,50,2,1,9,63,76,False,1476486262527.0,speaker,brown,797.0,0.0,1,5,5.0,1.0,human
5083-e,1476990106737.0,43,split,target,272,0,50,3,3,distr2,1,88,50,2,1,distr1,164,10,50,1,2,12,30,44,True,1476990092879.0,speaker,sort of gray,417.0,1.0,3,10,8.0,2.0,human
1594-9,1477000758939.0,48,far,target,359,54,50,3,2,distr2,103,85,50,1,3,distr1,222,73,50,2,1,42,80,73,True,1477000757907.0,speaker,red,319.0,1.0,1,3,3.0,1.0,human
4131-6,1476996509265.0,36,split,target,233,49,50,2,2,distr1,266,80,50,3,1,distr2,208,82,50,1,3,13,21,32,True,1476996505064.0,speaker,not purple,302.0,1.0,2,9,6.0,1.0,human
1477-8,1476496136878.0,21,split,target,309,53,50,1,2,distr2,196,88,50,2,1,distr1,271,50,50,3,3,14,56,46,True,1476496134726.0,speaker,click on pink,469.0,1.0,3,11,9.0,2.0,human
4544-9,1476493262577.0,14,close,target,108,15,50,3,2,distr2,57,19,50,2,1,distr1,41,26,50,1,3,17,10,7,True,1476493258618.0,speaker,drab green,841.0,1.0,2,9,9.0,2.0,human
3900-b,1476495291389.0,3,split,distr1,277,82,50,2,2,target,267,97,50,3,3,distr2,234,7,50,1,1,6,29,27,False,1476495287178.0,speaker,Prince (R.I.P.) loved this color,931.0,0.0,5,23,18.0,5.0,human
8814-1,1476990442547.0,27,far,target,40,44,50,1,1,distr1,209,10,50,2,2,distr2,67,81,50,3,3,32,27,48,True,1476990440073.0,speaker,brown,348.0,1.0,1,5,5.0,1.0,human
2092-3,1476991031405.0,1,close,target,308,22,50,3,3,distr2,327,59,50,2,2,distr1,329,84,50,1,1,16,12,6,True,1476990962744.0,speaker,hello,509.0,1.0,1,5,5.0,1.0,human
5148-b,1476994040871.0,47,close,target,96,69,50,1,2,distr2,143,98,50,2,1,distr1,110,99,50,3,3,9,11,6,True,1476994035233.0,speaker,the darker green with the yellow tone,480.0,1.0,7,31,21.0,4.0,human
9444-5,1476503394760.0,15,far,target,302,91,50,1,1,distr1,350,37,50,3,2,distr2,81,70,50,2,3,27,96,68,True,1476503391929.0,listener,lime?,549.0,1.0,1,4,4.0,1.0,human
3174-b,1476992739300.0,31,close,target,293,39,50,2,3,distr2,276,39,50,3,1,distr1,277,54,50,1,2,8,6,5,True,1476992736351.0,speaker,less deep,590.0,1.0,2,8,8.0,2.0,human
3843-c,1459880196467.0,28,split,target,183,12,50,3,3,distr1,177,25,50,1,1,distr2,52,59,50,2,2,9,34,35,True,1459880193846.0,speaker,Darker Grayish Blue,385.0,1.0,3,17,17.0,3.0,human
4131-6,1476996596790.0,46,far,target,291,41,50,3,3,distr1,77,99,50,1,2,distr2,350,2,50,2,1,92,26,45,True,1476996595096.0,speaker,purple,302.0,1.0,1,6,6.0,1.0,human
1686-e,1476992001792.0,20,split,target,55,95,50,3,2,distr1,46,91,50,2,1,distr2,188,68,50,1,3,12,48,47,True,1476991998844.0,speaker,yellower not gold,287.0,1.0,3,15,12.0,2.0,human
8961-d,1459892339118.0,27,split,target,350,42,50,3,2,distr2,149,5,50,2,1,distr1,319,90,50,1,3,19,36,42,True,1459892337129.0,speaker,red,165.0,1.0,1,3,3.0,1.0,human
0375-6,1476492949670.0,44,close,target,245,0,50,2,1,distr1,269,11,50,3,3,distr2,221,8,50,1,2,15,7,11,True,1476492941090.0,speaker,brownish gray,899.0,1.0,2,12,12.0,2.0,human
7001-2,1476479450112.0,49,close,target,60,85,50,3,3,distr1,61,38,50,1,1,distr2,75,43,50,2,2,17,19,6,True,1476479448771.0,speaker,yellow,667.0,1.0,1,6,6.0,1.0,human
6860-8,1476996827245.0,50,close,target,325,9,50,3,3,distr2,207,6,50,1,1,distr1,291,15,50,2,2,9,17,19,True,1476996824883.0,speaker,pastel purple?,352.0,1.0,2,12,12.0,2.0,human
2375-f,1476490709194.0,38,close,target,241,42,50,3,3,distr2,281,95,50,2,1,distr1,250,82,50,1,2,11,18,15,True,1476490706770.0,speaker,not the brightest blue - a duller shade,223.0,1.0,7,31,24.0,4.0,human
8972-7,1476991317193.0,32,far,target,33,87,50,3,3,distr1,50,6,50,1,2,distr2,216,50,50,2,1,28,53,31,True,1476991315221.0,speaker,orange,525.0,1.0,1,6,6.0,1.0,human
0856-3,1476495321614.0,3,close,target,148,68,50,1,1,distr1,144,47,50,2,3,distr2,163,58,50,3,2,7,10,9,True,1476495319065.0,speaker,bright green,491.0,1.0,2,11,11.0,2.0,human
6552-b,1476992126407.0,33,close,target,282,80,50,3,1,distr1,293,48,50,1,2,distr2,283,28,50,2,3,8,14,8,True,1476992122288.0,speaker,Brightest/deepest purple,573.0,1.0,2,22,22.0,3.0,human
3262-2,1476989030851.0,13,split,target,135,31,50,2,3,distr2,256,56,50,1,1,distr1,92,53,50,3,2,15,55,69,True,1476989029192.0,speaker,duller green,273.0,1.0,2,11,11.0,2.0,human
4391-a,1477000586748.0,48,close,target,81,39,50,1,3,distr1,141,82,50,2,1,distr2,112,69,50,3,2,17,14,6,True,1477000584991.0,speaker,dullest color,222.0,1.0,2,12,12.0,2.0,human
5711-e,1459893483847.0,38,split,distr2,339,47,50,3,3,target,257,59,50,2,2,distr1,239,84,50,1,1,7,29,34,False,1459893474858.0,speaker,The color that be made from red and blue.,137.0,0.0,9,32,16.0,4.0,human
5697-7,1476991532601.0,36,split,target,278,38,50,1,2,distr2,170,29,50,2,3,distr1,250,90,50,3,1,18,40,49,True,1476991526305.0,speaker,purple,419.0,1.0,1,6,6.0,1.0,human
2267-6,1459889679169.0,20,far,target,193,62,50,2,3,distr2,9,60,50,3,1,distr1,68,91,50,1,2,53,60,63,True,1459889677744.0,speaker,blue,187.0,1.0,1,4,4.0,1.0,human
1670-2,1476991947173.0,15,far,target,59,49,50,1,2,distr1,251,60,50,2,1,distr2,201,55,50,3,3,82,54,32,True,1476991945876.0,speaker,yellow,590.0,1.0,1,6,6.0,1.0,human
1623-4,1476997905578.0,49,split,target,290,97,50,3,3,distr1,259,69,50,2,1,distr2,16,57,50,1,2,19,43,48,True,1476997903871.0,speaker,pink,334.0,1.0,1,4,4.0,1.0,human
0891-0,1476991119430.0,25,far,target,303,93,50,1,3,distr2,197,58,50,2,2,distr1,143,76,50,3,1,101,48,47,True,1476991117775.0,speaker,magenta,268.0,1.0,1,7,7.0,1.0,human
1869-6,1476990003944.0,33,close,target,282,30,50,1,3,distr1,215,20,50,2,2,distr2,191,8,50,3,1,18,18,12,True,1476990001456.0,speaker,purple,44.0,1.0,1,6,6.0,1.0,human
5666-f,1476990800659.0,41,split,target,206,7,50,3,2,distr1,22,17,50,2,1,distr2,44,51,50,1,3,19,33,22,True,1476990799722.0,speaker,gray,318.0,1.0,1,4,4.0,1.0,human
9074-e,1476994011369.0,1,close,distr1,269,13,50,1,1,target,236,16,50,3,3,distr2,271,32,50,2,2,7,12,12,False,1476994006538.0,speaker,"grey purple, darker one.",281.0,0.0,4,19,19.0,4.0,human
1562-0,1476475573057.0,41,split,target,81,2,50,3,1,distr2,69,86,50,1,2,distr1,175,16,50,2,3,14,39,39,True,1476475570783.0,speaker,grey,354.0,1.0,1,4,4.0,1.0,human
2159-2,1476988761044.0,9,far,target,3,9,50,1,3,distr2,51,32,50,3,2,distr1,141,23,50,2,1,35,27,21,True,1476988758420.0,speaker,the gray,267.0,1.0,2,7,4.0,1.0,human
9086-a,1476499300190.0,42,far,target,117,99,50,3,2,distr1,224,31,50,2,1,distr2,163,20,50,1,3,64,35,30,True,1476499298058.0,speaker,green,286.0,1.0,1,5,5.0,1.0,human
5868-8,1476999785159.0,19,close,target,268,10,50,2,3,distr2,211,14,50,3,1,distr1,283,0,50,1,2,14,15,10,True,1476999783376.0,speaker,purple,300.0,1.0,1,6,6.0,1.0,human
5958-d,1476999114971.0,45,split,target,288,28,50,2,2,distr2,134,17,50,3,3,distr1,313,23,50,1,1,7,39,49,True,1476999111925.0,speaker,dark purple,572.0,1.0,2,10,10.0,2.0,human
9713-c,1476488393638.0,18,split,target,314,61,50,2,3,distr2,31,27,50,1,1,distr1,284,16,50,3,2,17,42,32,True,1476488381098.0,speaker,purple^3,549.0,1.0,1,6,6.0,1.0,human
9709-7,1476497754011.0,34,far,target,14,74,50,2,1,distr1,325,42,50,3,3,distr2,64,8,50,1,2,32,32,39,True,1476497752764.0,speaker,orangish one,232.0,1.0,2,11,11.0,2.0,human
3162-4,1476994080622.0,30,close,target,45,8,50,3,1,distr2,10,5,50,2,2,distr1,338,7,50,1,3,15,9,6,True,1476994077765.0,speaker,lighter grey,546.0,1.0,2,11,11.0,2.0,human
0881-5,1459881573052.0,35,split,target,58,99,50,1,3,distr1,72,77,50,3,2,distr2,239,84,50,2,1,12,100,102,True,1459881571439.0,speaker,brightest yellow,27.0,1.0,2,15,15.0,2.0,human
8858-2,1476991916924.0,28,split,target,213,59,50,3,2,distr2,16,79,50,2,1,distr1,208,85,50,1,3,7,48,50,True,1476991914866.0,speaker,darker paler blue,254.0,1.0,3,15,15.0,3.0,human
5239-4,1476991247295.0,20,split,target,255,37,50,1,1,distr1,215,62,50,3,3,distr2,341,65,50,2,2,18,30,40,True,1476991245337.0,speaker,purple,339.0,1.0,1,6,6.0,1.0,human
5169-f,1476993749199.0,13,far,target,297,88,50,2,1,distr1,7,60,50,3,3,distr2,30,87,50,1,2,38,56,23,True,1476993748023.0,speaker,purple,523.0,1.0,1,6,6.0,1.0,human
9165-1,1476473899090.0,29,far,target,263,55,50,2,1,distr1,214,90,50,1,2,distr2,18,72,50,3,3,21,49,50,True,1476473892979.0,speaker,darker blue,680.0,1.0,2,10,10.0,2.0,human
9713-c,1476488393638.0,18,split,target,314,61,50,2,3,distr2,31,27,50,1,1,distr1,284,16,50,3,2,17,42,32,True,1476488389678.0,speaker,hot purple,549.0,1.0,2,9,9.0,2.0,human
9165-1,1476474183654.0,46,far,target,266,71,50,3,1,distr2,95,39,50,2,2,distr1,335,16,50,1,3,29,88,51,True,1476474177683.0,speaker,blue,680.0,1.0,1,4,4.0,1.0,human
5557-c,1476990267053.0,14,split,target,258,29,50,3,3,distr2,69,97,50,2,1,distr1,284,50,50,1,2,11,81,93,True,1476990265752.0,speaker,not the super vibrant one,309.0,1.0,5,21,15.0,3.0,human
1557-f,1476488472178.0,31,split,distr1,63,10,50,3,1,target,165,12,50,1,2,distr2,181,95,50,2,3,12,29,35,False,1476488468120.0,speaker,gray,791.0,0.0,1,4,4.0,1.0,human
3348-3,1476993668816.0,33,split,distr1,198,9,50,1,3,distr2,339,94,50,3,1,target,226,20,50,2,2,15,37,37,False,1476993664929.0,speaker,darker blue,402.0,0.0,2,10,10.0,2.0,human
5266-c,1476493269254.0,6,far,target,12,71,50,1,3,distr2,197,5,50,2,1,distr1,239,38,50,3,2,45,34,23,True,1476493261031.0,speaker,orange,321.0,1.0,1,6,6.0,1.0,human
6468-7,1476991590030.0,49,close,target,251,5,50,1,1,distr2,59,7,50,3,2,distr1,8,13,50,2,3,13,18,18,True,1476991587777.0,speaker,grey..not brown,379.0,1.0,2,12,9.0,2.0,human
9978-f,1476993455788.0,27,far,target,228,61,50,3,1,distr1,85,82,50,2,2,distr2,169,52,50,1,3,76,50,28,True,1476993444085.0,speaker,royal dark blue,213.0,1.0,3,13,13.0,3.0,human
2641-2,1476490111091.0,39,split,target,161,59,50,1,2,distr1,118,49,50,2,3,distr2,217,75,50,3,1,15,50,62,True,1476490107043.0,speaker,the lighter one,619.0,1.0,3,13,10.0,2.0,human
3280-4,1476482681284.0,6,close,target,100,12,50,2,1,distr1,86,25,50,1,3,distr2,49,30,50,3,2,9,15,12,True,1476482677162.0,speaker,grey,319.0,1.0,1,4,4.0,1.0,human
4166-4,1476480242186.0,8,far,target,91,45,50,1,1,distr1,229,16,50,3,2,distr2,191,89,50,2,3,47,46,32,True,1476480241223.0,speaker,Choose green,769.0,1.0,2,11,11.0,2.0,human
4391-a,1477000216942.0,18,split,target,8,95,50,1,1,distr1,357,51,50,2,3,distr2,171,44,50,3,2,16,61,62,True,1477000213972.0,speaker,the orange looking red,222.0,1.0,4,19,16.0,3.0,human
2345-7,1476473255005.0,41,close,target,58,98,50,2,2,distr1,58,60,50,3,1,distr2,60,72,50,1,3,12,7,5,True,1476473253545.0,speaker,bright yellow,286.0,1.0,2,12,12.0,2.0,human
8261-8,1476990407158.0,10,close,target,164,33,50,3,2,distr2,115,8,50,1,3,distr1,132,26,50,2,1,10,15,13,True,1476990406016.0,speaker,blueish green,442.0,1.0,2,12,12.0,2.0,human
3600-c,1476996785449.0,6,far,target,333,95,50,3,3,distr1,275,88,50,2,2,distr2,100,93,50,1,1,30,96,111,True,1476996782332.0,speaker,red,425.0,1.0,1,3,3.0,1.0,human
0133-f,1476996484818.0,34,close,target,261,0,50,3,3,distr1,218,11,50,2,1,distr2,187,12,50,1,2,9,11,12,True,1476996480308.0,speaker,greyish one,,1.0,2,10,10.0,2.0,human
2629-5,1476499240485.0,16,close,target,194,10,50,1,1,distr2,42,6,50,2,2,distr1,115,7,50,3,3,12,13,11,True,1476499236709.0,speaker,blue-grey,948.0,1.0,1,8,8.0,2.0,human
1421-1,1476488089195.0,44,close,target,133,18,50,3,1,distr1,88,18,50,2,3,distr2,46,30,50,1,2,7,19,13,True,1476488076645.0,speaker,"it's all good, some colors aren't easy to describe",806.0,1.0,9,41,22.0,4.0,human
3112-8,1476473534356.0,50,split,target,208,86,50,1,1,distr2,76,6,50,3,3,distr1,226,62,50,2,2,19,36,40,True,1476473533085.0,speaker,The light blue.,698.0,1.0,3,12,9.0,2.0,human
8569-c,1476995754982.0,47,split,target,353,20,50,1,1,distr1,191,0,50,2,2,distr2,10,89,50,3,3,19,24,30,True,1476995730486.0,speaker,pink,233.0,1.0,1,4,4.0,1.0,human
4391-a,1477000363056.0,31,close,target,183,26,50,1,1,distr1,198,23,50,3,3,distr2,154,9,50,2,2,10,11,13,True,1477000354769.0,speaker,tough one for me lol,222.0,1.0,5,16,11.0,3.0,human
5148-b,1476994065189.0,49,far,target,52,32,50,2,1,distr1,145,60,50,3,2,distr2,332,73,50,1,3,26,55,87,True,1476994063575.0,speaker,brown,480.0,1.0,1,5,5.0,1.0,human
7555-2,1459880294323.0,36,split,target,70,53,50,2,2,distr1,70,81,50,1,1,distr2,289,61,50,3,3,9,84,92,True,1459880292367.0,speaker,darker green,273.0,1.0,2,11,11.0,2.0,human
9074-e,1476994120596.0,5,far,target,103,52,50,1,1,distr1,164,20,50,2,3,distr2,17,50,50,3,2,25,56,41,True,1476994109857.0,speaker,sorry bus came w daughter,281.0,1.0,5,21,21.0,5.0,human
4742-9,1476990084650.0,38,split,target,120,40,50,1,3,distr1,66,49,50,3,2,distr2,288,40,50,2,1,17,81,75,True,1476990083086.0,speaker,green,484.0,1.0,1,5,5.0,1.0,human
7984-6,1476993517022.0,17,close,target,325,28,50,2,2,distr2,277,31,50,3,1,distr1,291,22,50,1,3,8,13,6,True,1476993514514.0,speaker,pink,566.0,1.0,1,4,4.0,1.0,human
4647-2,1459887199533.0,24,close,target,150,35,50,1,2,distr1,159,20,50,3,3,distr2,166,59,50,2,1,10,10,16,True,1459887197030.0,speaker,the more muted and green,189.0,1.0,5,20,10.0,2.0,human
2227-c,1476471642627.0,20,close,target,328,56,50,1,1,distr2,288,38,50,3,2,distr1,305,98,50,2,3,17,14,16,True,1476471635348.0,speaker,dark pink,319.0,1.0,2,8,8.0,2.0,human
